,id,value1,category,category_mean
7071,7072.0,-1.0609476498012358,C,
7072,7073.0,0.0936939991965866,A,
7073,7074.0,-1.5922925410999131,B,
7074,7075.0,1.8138062360765956,C,
7075,7076.0,-0.1034576987978467,A,
7076,7077.0,-0.3052410848469312,B,
7077,7078.0,-1.4047080028363064,D,
7078,7079.0,-0.3657502327869561,D,
7079,7080.0,-0.0972745705416725,C,
7080,7081.0,0.2751364983706194,B,
7081,7082.0,-1.5588892716479097,C,
7082,7083.0,-0.3687875773635334,B,
7083,7084.0,0.7465646519241211,D,
7084,7085.0,0.3279536514188373,A,
7085,7086.0,0.1500969624745362,B,
7086,7087.0,0.6712778984413997,C,
7087,7088.0,-0.3980213470624,A,
7088,7089.0,-0.8001051311776851,C,
7089,7090.0,-0.553788858223019,A,
7090,7091.0,0.7133117199557338,A,
7091,7092.0,0.890694859025176,A,
7092,7093.0,0.0045022632520347,C,
7093,7094.0,-0.9853961683635116,B,
7094,7095.0,-0.1782789209595137,C,
7095,7096.0,0.9238131512835102,B,
7096,7097.0,0.7145440763794181,D,
7097,7098.0,-1.0212540078375918,C,
7098,7099.0,0.2322989690424053,C,
7099,7100.0,-0.1549165546978438,D,
7100,7101.0,-0.3999933882016038,C,
7101,7102.0,-2.6583871321800365,C,
7102,7103.0,-1.0034289632412885,B,
7103,7104.0,1.389283785358844,C,
7104,7105.0,-0.0713517484516604,D,
7105,7106.0,0.138888104640411,B,
7106,7107.0,-0.0967622581964675,C,
7107,7108.0,0.4031153004126562,B,
7108,7109.0,0.6281491958388069,C,
7109,7110.0,0.5679972560882051,D,
7110,7111.0,1.181980787216631,A,
7111,7112.0,0.4587058503559116,B,
7112,7113.0,1.7037754857785852,B,
7113,7114.0,1.5106275918115086,B,
7114,7115.0,0.0188147873293502,A,
7115,7116.0,-1.2132136320823683,A,
7116,7117.0,-1.1595398899368647,D,
7117,7118.0,-0.9960440932105544,C,
7118,7119.0,0.1820143094899794,B,
7119,7120.0,-1.2581967067386817,B,
7120,7121.0,-0.0109062740323992,C,
7121,7122.0,1.2203755697044505,C,
7122,7123.0,0.6200797978430743,A,
7123,7124.0,-0.2033996226014052,B,
7124,7125.0,-0.059779610141329,C,
7125,7126.0,-1.1121650700931296,B,
7126,7127.0,0.3698798679035694,B,
7127,7128.0,0.2429883175916833,D,
7128,7129.0,-1.4556867003249072,B,
7129,7130.0,0.204595766468907,C,
7130,7131.0,0.2362975657960742,A,
7131,7132.0,-0.2086562725588625,D,
7132,7133.0,-0.8186010086781196,C,
7133,7134.0,-0.2720654464765314,A,
7134,7135.0,-0.5458545150969967,B,
7135,7136.0,-1.2913903140323828,B,
7136,7137.0,1.2412921434032849,A,
7137,7138.0,1.4953358154713354,B,
7138,7139.0,-0.2214281560273646,C,
7139,7140.0,0.5088971133321114,A,
7140,7141.0,-1.547735978149264,B,
7141,7142.0,-0.7341091188982758,B,
7142,7143.0,-0.0617847843177226,D,
7143,7144.0,-0.9167001562053412,D,
7144,7145.0,1.7482943935941868,A,
7145,7146.0,0.6113579540674926,D,
7146,7147.0,0.1244715807379292,B,
7147,7148.0,-1.7654695539820346,D,
7148,7149.0,-0.8131557377781068,B,
7149,7150.0,-0.2266721525106288,B,
7150,7151.0,-0.2433164529232911,D,
7151,7152.0,-0.95866183461804,D,
7152,7153.0,-0.3598257296360893,D,
7153,7154.0,-0.1786702085435437,B,
7154,7155.0,-1.854959586215967,C,
7155,7156.0,0.4828202195667925,B,
7156,7157.0,-0.2374148170584595,A,
7157,7158.0,-0.223484950951116,C,
7158,7159.0,-0.7928117951661668,B,
7159,7160.0,-0.0088003570996012,D,
7160,7161.0,-0.1138385953137211,D,
7161,7162.0,-1.161303357313625,B,
7162,7163.0,0.5579746366050922,D,
7163,7164.0,-1.1964149802902049,B,
7164,7165.0,1.2761022680718384,D,
7165,7166.0,-0.5428506654782764,C,
7166,7167.0,-0.7676082261225106,A,
7167,7168.0,-2.038021518676712,C,
7168,7169.0,-0.8374180884798325,A,
7169,7170.0,1.807692736203531,C,
7170,7171.0,0.6725514999562507,C,
7171,7172.0,-0.4143821899474408,C,
7172,7173.0,0.0190587924176607,B,
7173,7174.0,0.6254170942331229,A,
7174,7175.0,-0.2820325402727692,D,
7175,7176.0,0.8748767270333812,C,
7176,7177.0,-0.5163023830236222,C,
7177,7178.0,-1.0898655065153362,B,
7178,7179.0,0.1275738191595201,B,
7179,7180.0,-0.1395269170019201,D,
7180,7181.0,-1.5575123301972709,A,
7181,7182.0,0.4249118211758149,B,
7182,7183.0,-0.1607739938826823,B,
7183,7184.0,1.3152392084846172,D,
7184,7185.0,-0.7662281683764967,B,
7185,7186.0,-0.1419369542872651,D,
7186,7187.0,-1.1442737244023564,B,
7187,7188.0,0.5419403507840668,D,
7188,7189.0,-0.0603652375156361,C,
7189,7190.0,0.011580167831286,D,
7190,7191.0,-0.4260249929030242,B,
7191,7192.0,-0.8693335335374018,B,
7192,7193.0,0.3321054760821923,C,
7193,7194.0,-0.2232301235233624,A,
7194,7195.0,0.1859180085179566,B,
7195,7196.0,0.0755599070347002,C,
7196,7197.0,0.4812561338526153,C,
7197,7198.0,0.0805540908085026,D,
7198,7199.0,-0.1881784457295314,B,
7199,7200.0,-1.311192474855675,B,
7200,7201.0,-0.0887244133126594,B,
7201,7202.0,1.5127701137260146,C,
7202,7203.0,0.5737081735745003,A,
7203,7204.0,-0.541003976239934,B,
7204,7205.0,0.1011774902604033,D,
7205,7206.0,0.9945519804458852,A,
7206,7207.0,0.0187130313168678,D,
7207,7208.0,0.2556715056202495,D,
7208,7209.0,-0.7111772333750389,C,
7209,7210.0,1.1038419258598369,A,
7210,7211.0,0.749876023949013,B,
7211,7212.0,-0.6901777185441497,A,
7212,7213.0,-0.6161143411521005,A,
7213,7214.0,-0.8754807638640578,D,
7214,7215.0,1.3833988593140183,A,
7215,7216.0,-1.4642594582855035,C,
7216,7217.0,-1.290574305538218,D,
7217,7218.0,-1.1369878287674182,D,
7218,7219.0,-1.8163365803213771,A,
7219,7220.0,-2.059307297162304,D,
7220,7221.0,-1.5773495151395698,A,
7221,7222.0,-0.1809103630470726,C,
7222,7223.0,2.6330024558466256,A,
7223,7224.0,-0.8738534866381272,B,
7224,7225.0,0.4626492171390004,A,
7225,7226.0,0.5717197814243485,D,
7226,7227.0,-0.5768549077272145,C,
7227,7228.0,-0.3781278784966863,A,
7228,7229.0,-0.1874432212803071,A,
7229,7230.0,0.1967199247871692,A,
7230,7231.0,0.362153208890638,C,
7231,7232.0,-1.7878541158822985,A,
7232,7233.0,1.1232843943028927,B,
7233,7234.0,2.2314839781156763,C,
7234,7235.0,-0.2592034308971135,D,
7235,7236.0,0.4197042760702155,D,
7236,7237.0,0.364720028319104,C,
7237,7238.0,-0.4982883143563617,D,
7238,7239.0,0.8533704340178986,D,
7239,7240.0,0.669865016426242,C,
7240,7241.0,1.4574915016391057,D,
7241,7242.0,0.1867191147961329,C,
7242,7243.0,3.006051553149621,A,
7243,7244.0,0.0711427107243718,A,
7244,7245.0,-0.2154966418914535,A,
7245,7246.0,0.0293234333774494,B,
7246,7247.0,-0.0889864102620822,A,
7247,7248.0,0.1243936805059091,B,
7248,7249.0,0.064532738175739,D,
7249,7250.0,-0.2294944072376324,A,
7250,7251.0,-1.048777185038205,A,
7251,7252.0,0.169538437721281,D,
7252,7253.0,-0.4823871119830013,C,
7253,7254.0,-0.283050517570278,C,
7254,7255.0,-1.2472976363838089,A,
7255,7256.0,0.1283144068962212,A,
7256,7257.0,0.4478857825033728,A,
7257,7258.0,-0.6975439787505976,D,
7258,7259.0,0.1654880570685692,D,
7259,7260.0,-0.3362832779270174,A,
7260,7261.0,-0.1657265365831639,D,
7261,7262.0,-0.6748378397585835,B,
7262,7263.0,-0.6607167498395822,C,
7263,7264.0,-1.2857440798512163,B,
7264,7265.0,0.2204590976252258,D,
7265,7266.0,-1.4501773993603242,A,
7266,7267.0,-0.0336493307191415,A,
7267,7268.0,0.8193687857080406,B,
7268,7269.0,-0.777355024328879,C,
7269,7270.0,1.2970961558464738,D,
7270,7271.0,-0.5298593281173359,D,
7271,7272.0,-0.2872518032191216,D,
7272,7273.0,-0.0863314677825304,D,
7273,7274.0,0.3339187704946722,A,
7274,7275.0,0.3005096054424879,B,
7275,7276.0,0.9379919369820712,A,
7276,7277.0,-0.4672140700483936,A,
7277,7278.0,1.9484414117799236,D,
7278,7279.0,-0.3087449437336298,A,
7279,7280.0,-2.027256179842877,A,
7280,7281.0,0.2302280806843439,C,
7281,7282.0,0.1488207574816941,D,
7282,7283.0,3.292694321715965,B,
7283,7284.0,-0.5023747121258734,D,
7284,7285.0,0.9368307918688588,A,
7285,7286.0,0.422378709424986,A,
7286,7287.0,-1.2146152929502982,B,
7287,7288.0,-0.3633534973296562,B,
7288,7289.0,-1.016375443316913,D,
7289,7290.0,0.8161545824351103,D,
7290,7291.0,-2.642064831299757,C,
7291,7292.0,-0.9995900249972636,B,
7292,7293.0,-0.6842966387384295,B,
7293,7294.0,-1.3786201101778586,A,
7294,7295.0,-0.1166622956624326,B,
7295,7296.0,-0.5009271975593542,D,
7296,7297.0,1.3049273097480245,D,
7297,7298.0,-1.1700606166078305,A,
7298,7299.0,0.4273369796634954,A,
7299,7300.0,-0.4868766087494446,D,
7300,7301.0,-0.9399681384416356,A,
7301,7302.0,0.1936713284060897,A,
7302,7303.0,-0.1304665248171519,D,
7303,7304.0,1.6364107856101917,A,
7304,7305.0,-1.2473168856005192,D,
7305,7306.0,0.4555480113563195,C,
7306,7307.0,0.7874873202665368,A,
7307,7308.0,1.0548787918254965,C,
7308,7309.0,1.40289528687892,C,
7309,7310.0,-0.3403153752959877,B,
7310,7311.0,-0.766242841287497,B,
7311,7312.0,0.7910608149152891,D,
7312,7313.0,-0.5680841520143919,B,
7313,7314.0,-1.6864377768791623,B,
7314,7315.0,1.7951066582955206,A,
7315,7316.0,-0.5170757872394168,C,
7316,7317.0,1.3853579034969898,A,
7317,7318.0,-0.48756071858651,B,
7318,7319.0,0.9538254436534348,B,
7319,7320.0,-0.4127383971810602,B,
7320,7321.0,1.2545660205556333,B,
7321,7322.0,0.9811357849546534,C,
7322,7323.0,2.5652038820842407,C,
7323,7324.0,0.48550139158634,D,
7324,7325.0,-1.6319627650065285,C,
7325,7326.0,-1.9827576405441816,C,
7326,7327.0,0.7196250753841654,D,
7327,7328.0,0.3306773684738361,C,
7328,7329.0,-0.3879871454373821,A,
7329,7330.0,1.6143678116518965,B,
7330,7331.0,-1.7628905438352929,C,
7331,7332.0,-0.2992368160769043,A,
7332,7333.0,-0.2816053262564708,D,
7333,7334.0,-0.4913335634345932,C,
7334,7335.0,0.106210993414448,A,
7335,7336.0,0.6110439939970694,B,
7336,7337.0,0.4482290618347417,A,
7337,7338.0,0.8110507069938696,C,
7338,7339.0,-0.0504925307820925,C,
7339,7340.0,-1.0317855185808364,C,
7340,7341.0,0.5823349582675494,D,
7341,7342.0,0.84449855672679,C,
7342,7343.0,-0.3849413752063685,C,
7343,7344.0,-1.3550829441886247,C,
7344,7345.0,0.630687516580313,B,
7345,7346.0,0.3171112119478922,D,
7346,7347.0,0.0095400220133489,C,
7347,7348.0,0.8568302978058259,A,
7348,7349.0,1.801985774020162,C,
7349,7350.0,-0.9952394258077624,B,
7350,7351.0,3.211847471525049,A,
7351,7352.0,-0.1661012504185458,B,
7352,7353.0,1.7766364956602247,D,
7353,7354.0,-0.3340893121225529,C,
7354,7355.0,-0.2285335562875199,B,
7355,7356.0,-0.081091849738428,D,
7356,7357.0,-1.7271569709085408,B,
7357,7358.0,0.443460018000369,D,
7358,7359.0,-0.7047592530322798,C,
7359,7360.0,0.5324918454188136,B,
7360,7361.0,0.4588414824469808,B,
7361,7362.0,0.6069088613456431,A,
7362,7363.0,-1.116878572643187,D,
7363,7364.0,-0.4205290266163765,B,
7364,7365.0,-0.4082236557936572,D,
7365,7366.0,0.9159150647721278,A,
7366,7367.0,0.0197826744587489,C,
7367,7368.0,-0.9659548932945372,A,
7368,7369.0,-0.0031386658410634,C,
7369,7370.0,-1.1092763528093432,D,
7370,7371.0,1.1993969862366891,A,
7371,7372.0,-0.9169333632229992,D,
7372,7373.0,-0.3250979222305285,D,
7373,7374.0,-0.6554596871354413,C,
7374,7375.0,1.0403012451730855,D,
7375,7376.0,-0.8468414962848468,C,
7376,7377.0,-0.0201100611433444,B,
7377,7378.0,1.0483228280743966,B,
7378,7379.0,1.384784188965712,B,
7379,7380.0,0.2876734427730677,B,
7380,7381.0,0.3542454312523859,A,
7381,7382.0,0.4986133000202595,B,
7382,7383.0,-0.243211445367865,C,
7383,7384.0,-0.1372609788130942,A,
7384,7385.0,0.5234652605699439,C,
7385,7386.0,-1.2656041112911436,A,
7386,7387.0,0.4806742089670626,A,
7387,7388.0,3.003123295365933,A,
7388,7389.0,-0.1512721305409909,B,
7389,7390.0,-0.7243952483412442,B,
7390,7391.0,0.0387897491738828,D,
7391,7392.0,-0.1198186134359939,B,
7392,7393.0,0.82084860263088,D,
7393,7394.0,-1.007497187143546,A,
7394,7395.0,-0.6677929170873456,B,
7395,7396.0,0.0483032706616614,D,
7396,7397.0,0.1750379387371455,C,
7397,7398.0,0.2083159119978907,B,
7398,7399.0,-1.919059625490053,B,
7399,7400.0,0.9766510790622172,A,
7400,7401.0,1.8913180575778947,B,
7401,7402.0,0.4273438515683496,B,
7402,7403.0,-1.3285947197903605,C,
7403,7404.0,-0.1469343241720021,B,
7404,7405.0,-1.3562726222894836,A,
7405,7406.0,-0.3669628824547135,C,
7406,7407.0,0.1919582690535392,D,
7407,7408.0,1.38299246214861,C,
7408,7409.0,-1.0648114159463054,B,
7409,7410.0,-0.2708503720129693,D,
7410,7411.0,2.7610263400927,A,
7411,7412.0,0.6004489968531993,D,
7412,7413.0,1.3111656017832602,B,
7413,7414.0,0.9766030967009536,D,
7414,7415.0,-0.118660207146682,D,
7415,7416.0,-0.4448900320657982,B,
7416,7417.0,-1.0978699056692558,C,
7417,7418.0,-0.4263503354733373,D,
7418,7419.0,-0.2740243021726379,A,
7419,7420.0,-0.1068669658400817,B,
7420,7421.0,1.0883152620444825,B,
7421,7422.0,-2.9813720102953187,B,
7422,7423.0,-1.1545960244224205,D,
7423,7424.0,-0.0348202736126004,B,
7424,7425.0,0.2651986126736261,A,
7425,7426.0,-0.4033118090596894,B,
7426,7427.0,-0.8410776797550658,C,
7427,7428.0,1.0309700854433526,B,
7428,7429.0,0.4036042771801463,D,
7429,7430.0,0.1645698437604064,A,
7430,7431.0,-0.4990791789883513,C,
7431,7432.0,0.8270534087506513,A,
7432,7433.0,-3.1262014778425167,D,
7433,7434.0,0.2744820100366777,C,
7434,7435.0,0.8101330770396797,C,
7435,7436.0,0.7581609883470455,A,
7436,7437.0,-0.7181271989604959,D,
7437,7438.0,-1.3808708602189363,A,
7438,7439.0,-0.5076599953702235,D,
7439,7440.0,0.0838778779422915,A,
7440,7441.0,-0.8853391634703187,B,
7441,7442.0,0.6123282158263884,A,
7442,7443.0,-0.1626137919796959,C,
7443,7444.0,0.2677460632728882,C,
7444,7445.0,-1.4126522197155085,D,
7445,7446.0,-0.4442410951083831,D,
7446,7447.0,-1.2625016163321057,D,
7447,7448.0,1.5032956658821608,A,
7448,7449.0,0.6110239048058895,B,
7449,7450.0,-0.4633914817999106,B,
7450,7451.0,-0.2613438324362875,B,
7451,7452.0,1.8707575050517424,C,
7452,7453.0,0.6762051767091675,D,
7453,7454.0,-0.3888108413167105,A,
7454,7455.0,-1.0406956119909854,B,
7455,7456.0,-2.4245372136115546,C,
7456,7457.0,0.4552400012675217,D,
7457,7458.0,-0.4199117127194852,A,
7458,7459.0,2.0087494775280383,D,
7459,7460.0,0.6389307233079471,A,
7460,7461.0,-0.3146655893644442,D,
7461,7462.0,-0.0531506911015386,B,
7462,7463.0,-0.1081308628411307,B,
7463,7464.0,-0.8942368538344031,B,
7464,7465.0,-0.2720023341514361,C,
7465,7466.0,1.1744161580630894,B,
7466,7467.0,-0.5152111015498315,C,
7467,7468.0,-1.5052091076905638,D,
7468,7469.0,-1.397262480085536,B,
7469,7470.0,-0.0511602824580506,D,
7470,7471.0,-0.04123933289929,C,
7471,7472.0,-0.2354413649162016,B,
7472,7473.0,-1.275676937904018,B,
7473,7474.0,0.1774501901918499,A,
7474,7475.0,-0.1988486603645978,A,
7475,7476.0,0.8698195668632789,C,
7476,7477.0,0.4150623414301739,D,
7477,7478.0,-1.1867894157708565,B,
7478,7479.0,-1.2666206636767718,A,
7479,7480.0,1.5865522075844394,B,
7480,7481.0,0.0610986744531528,A,
7481,7482.0,-0.1770948078311693,A,
7482,7483.0,-0.5854320046990418,C,
7483,7484.0,-0.4385347891498916,C,
7484,7485.0,0.0175962080877796,B,
7485,7486.0,1.3314624931483914,A,
7486,7487.0,1.5840754960073642,A,
7487,7488.0,-0.3236637611862694,B,
7488,7489.0,2.341121656314164,A,
7489,7490.0,-0.6135570102088032,B,
7490,7491.0,0.9249237208164456,B,
7491,7492.0,-0.2237814597656969,C,
7492,7493.0,0.8911208775592452,D,
7493,7494.0,0.1451560387458484,C,
7494,7495.0,0.2448153041637683,D,
7495,7496.0,0.3776126629015494,D,
7496,7497.0,2.02969902945904,B,
7497,7498.0,0.632407654508836,A,
7498,7499.0,0.3589432153638606,D,
7499,7500.0,0.4496875743410151,A,
7500,7501.0,-0.3058456381968606,C,
7501,7502.0,1.1094085352872172,C,
7502,7503.0,0.487280526441328,D,
7503,7504.0,-0.3038508142522052,D,
7504,7505.0,-1.4573172171227209,A,
7505,7506.0,-0.9205236722552322,D,
7506,7507.0,0.6826651457213841,C,
7507,7508.0,-0.3554729204086536,A,
7508,7509.0,0.3927389098902804,B,
7509,7510.0,-0.381076262596447,C,
7510,7511.0,-1.7063821381304392,A,
7511,7512.0,-0.1602554629918715,A,
7512,7513.0,-1.616970623940863,C,
7513,7514.0,0.6162632998818904,A,
7514,7515.0,2.406586589041261,A,
7515,7516.0,0.3152024139204912,D,
7516,7517.0,1.260789582110332,A,
7517,7518.0,0.3310032839592713,C,
7518,7519.0,-1.3002210324103771,D,
7519,7520.0,0.5527735505552229,D,
7520,7521.0,-0.764560164488458,A,
7521,7522.0,-1.6030761078407625,D,
7522,7523.0,0.2826044421194558,A,
7523,7524.0,0.1884255970445537,A,
7524,7525.0,-1.1052546107779455,D,
7525,7526.0,-0.025625211064205,B,
7526,7527.0,-1.4617702502101677,C,
7527,7528.0,2.306931174653565,A,
7528,7529.0,0.1014108053866023,A,
7529,7530.0,-0.5887804454484873,A,
7530,7531.0,-0.0482289292311287,B,
7531,7532.0,0.7604926961694113,B,
7532,7533.0,0.7126061599727918,C,
7533,7534.0,-1.1288833052779912,D,
7534,7535.0,0.3887622974694893,D,
7535,7536.0,-0.2175828453603463,A,
7536,7537.0,1.492403242407658,D,
7537,7538.0,-0.1203889226868853,C,
7538,7539.0,-0.4008507389146155,D,
7539,7540.0,-0.4998865299031153,C,
7540,7541.0,-0.9092680951666028,D,
7541,7542.0,-1.4348452730682042,C,
7542,7543.0,-1.246406232342932,A,
7543,7544.0,0.4905832538363456,B,
7544,7545.0,-0.4584877451688717,B,
7545,7546.0,-1.7624422255343315,C,
7546,7547.0,-1.2848756773882213,B,
7547,7548.0,0.1869234525327702,C,
7548,7549.0,1.668062350073039,A,
7549,7550.0,1.4857335411021304,D,
7550,7551.0,-1.309282046347045,B,
7551,7552.0,-0.4001375899343473,D,
7552,7553.0,-0.6902615929931529,A,
7553,7554.0,-0.2851842242159265,C,
7554,7555.0,0.561169799038208,B,
7555,7556.0,-0.2224484835459598,B,
7556,7557.0,0.1025903280250557,D,
7557,7558.0,-1.3632470457552348,A,
7558,7559.0,-0.5505031629499061,B,
7559,7560.0,0.9418570285502792,A,
7560,7561.0,0.4167126511821953,C,
7561,7562.0,1.5588051503008589,D,
7562,7563.0,-0.4624279885487197,A,
7563,7564.0,-0.3520548440511586,D,
7564,7565.0,0.692372643432787,D,
7565,7566.0,-1.3459591798416046,B,
7566,7567.0,-1.396778104289658,A,
7567,7568.0,-1.2523069324263796,D,
7568,7569.0,1.1929949359697432,B,
7569,7570.0,-0.857846354341498,D,
7570,7571.0,0.2459804090811731,A,
7571,7572.0,1.1848936216596904,A,
7572,7573.0,-1.667617137437316,D,
7573,7574.0,0.3219023820642503,D,
7574,7575.0,0.1425884417717391,D,
7575,7576.0,0.8878026552667945,D,
7576,7577.0,1.38439160867663,A,
7577,7578.0,-2.063530634998711,C,
7578,7579.0,0.4181311413349243,A,
7579,7580.0,-1.6780023040317285,B,
7580,7581.0,2.8656016463359717,A,
7581,7582.0,-0.6755149511536892,C,
7582,7583.0,-1.2139746447262056,B,
7583,7584.0,-1.7235435580793734,C,
7584,7585.0,-0.0115590408756828,C,
7585,7586.0,-1.2834458571625282,A,
7586,7587.0,0.66091517054344,D,
7587,7588.0,-0.1157040465754159,C,
7588,7589.0,0.3007107130646021,A,
7589,7590.0,-0.961867390114102,C,
7590,7591.0,0.6788420969065772,D,
7591,7592.0,0.4106647893678563,C,
7592,7593.0,0.7691630827124973,B,
7593,7594.0,-1.8603491960221727,B,
7594,7595.0,-0.2602683148552581,B,
7595,7596.0,-0.6554810142896113,D,
7596,7597.0,0.815129076450418,D,
7597,7598.0,-1.104477356437647,B,
7598,7599.0,-0.0258444783190332,B,
7599,7600.0,-0.6846947390015932,C,
7600,7601.0,0.7430288435789966,D,
7601,7602.0,0.0927735264058093,D,
7602,7603.0,-1.8108327894744247,C,
7603,7604.0,1.464235468396426,A,
7604,7605.0,2.109736963376724,C,
7605,7606.0,0.5113024932649272,C,
7606,7607.0,0.9214703398827808,B,
7607,7608.0,-0.7961116266651391,B,
7608,7609.0,0.1557842881110251,B,
7609,7610.0,1.6264905331919433,A,
7610,7611.0,1.6839746642537838,C,
7611,7612.0,-0.1017777257136213,C,
7612,7613.0,-0.0270002672096604,D,
7613,7614.0,-0.5560973938588736,B,
7614,7615.0,-0.3349419797168177,D,
7615,7616.0,0.4305644698770881,D,
7616,7617.0,-0.314851699827293,C,
7617,7618.0,0.5323332952360151,D,
7618,7619.0,0.4808635841212778,C,
7619,7620.0,0.6366700660953478,A,
7620,7621.0,1.1908731459201805,B,
7621,7622.0,1.2183773615339415,D,
7622,7623.0,-0.0871770853827196,C,
7623,7624.0,0.1331706263187827,B,
7624,7625.0,0.0532641729023138,D,
7625,7626.0,-1.2944795140982617,C,
7626,7627.0,-0.6270957244752686,A,
7627,7628.0,1.0332086448237268,A,
7628,7629.0,0.8411585046634207,D,
7629,7630.0,-1.1188211256757106,B,
7630,7631.0,0.9106353684807658,B,
7631,7632.0,2.463494043533301,D,
7632,7633.0,1.3054764174232636,A,
7633,7634.0,-0.5078491037556793,D,
7634,7635.0,0.6401654568488155,D,
7635,7636.0,-2.094902684100524,A,
7636,7637.0,-1.535900442660834,A,
7637,7638.0,-2.1329395688210764,D,
7638,7639.0,-1.221418932522158,A,
7639,7640.0,-0.0510937340831927,C,
7640,7641.0,-0.6269537688993571,D,
7641,7642.0,0.9085376770726842,B,
7642,7643.0,-1.7701388292044449,A,
7643,7644.0,0.1271123610160462,A,
7644,7645.0,0.2025357810770882,B,
7645,7646.0,0.2193867323885781,C,
7646,7647.0,-0.1419527549836977,B,
7647,7648.0,0.4712587234214657,D,
7648,7649.0,-1.1216320166121092,D,
7649,7650.0,0.2348901045250824,B,
7650,7651.0,0.2660713421607151,C,
7651,7652.0,0.1221213086210088,A,
7652,7653.0,-0.0339588482173106,D,
7653,7654.0,-0.4119123372323932,C,
7654,7655.0,0.2396079995466003,B,
7655,7656.0,0.4450393555637923,A,
7656,7657.0,0.1456137920968216,A,
7657,7658.0,0.1783765729832524,A,
7658,7659.0,-0.8795627254090285,A,
7659,7660.0,0.0829178456276925,C,
7660,7661.0,0.2220709288472059,C,
7661,7662.0,-0.2598603782249495,D,
7662,7663.0,1.297092391701818,C,
7663,7664.0,-1.6507456749700922,A,
7664,7665.0,0.6115097017710304,C,
7665,7666.0,-0.3253150702666519,B,
7666,7667.0,0.1117031063341108,B,
7667,7668.0,0.7479269406306613,B,
7668,7669.0,0.4571745952979291,D,
7669,7670.0,0.1007617819637489,C,
7670,7671.0,1.438353627792884,A,
7671,7672.0,-1.400188950097271,C,
7672,7673.0,-1.9547203920270584,C,
7673,7674.0,-0.7588565541845188,A,
7674,7675.0,0.1194262288496523,D,
7675,7676.0,0.7364101348813066,D,
7676,7677.0,-0.6658715034418631,C,
7677,7678.0,-0.0521111198006772,C,
7678,7679.0,0.1420148410175672,B,
7679,7680.0,-1.200823807956492,B,
7680,7681.0,-0.0141287912828935,C,
7681,7682.0,0.1722817782206121,D,
7682,7683.0,1.018502458122435,C,
7683,7684.0,0.3625553041116179,B,
7684,7685.0,-0.2192810942636889,C,
7685,7686.0,0.6853411861916092,A,
7686,7687.0,1.0109657811863386,D,
7687,7688.0,0.072038970213672,A,
7688,7689.0,-0.5317717331700539,C,
7689,7690.0,-0.260489147207825,A,
7690,7691.0,-0.2174306049331394,A,
7691,7692.0,0.9860923264615212,B,
7692,7693.0,0.319974350009353,A,
7693,7694.0,-0.0393218985448264,B,
7694,7695.0,1.5142209486761675,D,
7695,7696.0,-1.873412898206067,C,
7696,7697.0,-0.8563058752829422,D,
7697,7698.0,0.7394200973710008,D,
7698,7699.0,0.9219983872025784,A,
7699,7700.0,-0.8890936943651333,B,
7700,7701.0,-0.5466315207651877,C,
7701,7702.0,0.5607649815974564,C,
7702,7703.0,0.8172806350206036,B,
7703,7704.0,-0.2346559249667802,B,
7704,7705.0,1.435589170638678,B,
7705,7706.0,-0.5468200772916065,A,
7706,7707.0,0.1247638435436558,D,
7707,7708.0,-0.6282752335686789,A,
7708,7709.0,-0.2512498720809131,D,
7709,7710.0,0.0405594684888257,B,
7710,7711.0,0.4966886199951887,A,
7711,7712.0,0.7192644881964637,D,
7712,7713.0,-0.5121807619303096,D,
7713,7714.0,0.2786832315937009,A,
7714,7715.0,2.3277154508574944,A,
7715,7716.0,1.7324641330048511,A,
7716,7717.0,-0.1355056442678979,B,
7717,7718.0,0.9407029362604707,C,
7718,7719.0,1.7785062555438,C,
7719,7720.0,2.065150929692868,C,
7720,7721.0,1.1749883920600828,D,
7721,7722.0,0.0644653936388981,D,
7722,7723.0,0.33452309229599,C,
7723,7724.0,-0.2759347180950835,B,
7724,7725.0,-0.903869385728442,B,
7725,7726.0,0.0737935436587274,B,
7726,7727.0,1.7145204080300236,D,
7727,7728.0,-0.0049464515512767,B,
7728,7729.0,-0.458080303127798,C,
7729,7730.0,0.8939317526314304,C,
7730,7731.0,-1.5609589209136592,B,
7731,7732.0,1.199760706868262,A,
7732,7733.0,-1.3571116743405522,D,
7733,7734.0,0.2147751773138345,D,
7734,7735.0,0.6041503173473921,D,
7735,7736.0,-0.4827028670802539,D,
7736,7737.0,0.4263130661314531,C,
7737,7738.0,0.3580539446556606,A,
7738,7739.0,2.0956007021601764,A,
7739,7740.0,-0.2793421817178991,C,
7740,7741.0,-1.6219590934757235,B,
7741,7742.0,-0.2702989365335057,C,
7742,7743.0,1.002588090056956,B,
7743,7744.0,0.7011757032901832,A,
7744,7745.0,0.1722511304738917,B,
7745,7746.0,-0.1773850628395092,C,
7746,7747.0,0.7790995018805601,C,
7747,7748.0,0.863600074140375,A,
7748,7749.0,-1.0049010403142469,B,
7749,7750.0,0.6323234494074714,B,
7750,7751.0,-0.7638198267555198,B,
7751,7752.0,0.3079225349253893,D,
7752,7753.0,-0.3288014090919069,B,
7753,7754.0,0.3946300776979755,A,
7754,7755.0,0.8784893797462399,D,
7755,7756.0,-0.1306656668793294,D,
7756,7757.0,3.0949795118280847,A,
7757,7758.0,-1.414657710399351,B,
